,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Rolling,Macd,Fibonacci,Pivot,RSI,Signal Count
25099,2024-01-05,7.579999923706055,8.430000305175781,7.110000133514404,8.265000343322754,8.265000343322754,709900,STTK,0,1,0,1,0,2
19342,2023-11-21,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,300000,MLYCF,0,1,0,0,1,2
8781,2023-11-08,0.0750000029802322,0.0750000029802322,0.0700000002980232,0.0724999979138374,0.0724999979138374,20000,SNBH,1,0,0,0,1,2
19358,2023-12-14,0.0399999991059303,0.0399999991059303,0.0299999993294477,0.0299999993294477,0.0299999993294477,20300,MLYCF,0,1,0,0,1,2
19359,2023-12-15,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,27500,MLYCF,0,1,0,0,1,2
19360,2023-12-18,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0,MLYCF,0,1,0,0,1,2
19361,2023-12-19,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,10000,MLYCF,0,1,0,0,1,2
19363,2023-12-21,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,10000,MLYCF,0,1,0,0,1,2
2345,2023-10-18,0.3300000131130218,0.3300000131130218,0.3300000131130218,0.3300000131130218,0.3300000131130218,104,OLVI,1,0,0,0,1,2
19348,2023-11-30,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,100,MLYCF,0,1,0,0,1,2
19349,2023-12-01,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0,MLYCF,0,1,0,0,1,2
19339,2023-11-16,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0,MLYCF,0,1,0,0,1,2
19351,2023-12-05,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,10000,MLYCF,0,1,0,0,1,2
19353,2023-12-07,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,10000,MLYCF,0,1,0,0,1,2
19354,2023-12-08,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,15000,MLYCF,0,1,0,0,1,2
19355,2023-12-11,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,4300,MLYCF,0,1,0,0,1,2
19357,2023-12-13,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0,MLYCF,0,1,0,0,1,2
19270,2023-12-07,1.159999966621399,1.162500023841858,1.1200000047683716,1.1200000047683716,1.1200000047683716,8819,RGBP,1,0,0,0,1,2
8811,2023-12-21,0.0610000006854534,0.1400000005960464,0.0610000006854534,0.1400000005960464,0.1400000005960464,5600,SNBH,0,0,0,1,1,2
19291,2024-01-09,0.7250000238418579,0.7820000052452087,0.7250000238418579,0.7400000095367432,0.7400000095367432,60137,RGBP,0,1,0,0,1,2
19292,2024-01-10,0.75,0.9200000166893004,0.75,0.7501999735832214,0.7501999735832214,43027,RGBP,0,1,0,0,1,2
19241,2023-10-26,1.870000004768372,1.870000004768372,1.6799999475479126,1.830000042915344,1.830000042915344,14031,RGBP,1,0,0,0,1,2
19242,2023-10-27,1.850000023841858,1.850000023841858,1.774999976158142,1.7999999523162842,1.7999999523162842,5803,RGBP,1,0,0,0,1,2
19243,2023-10-30,1.75,1.75,1.649999976158142,1.649999976158142,1.649999976158142,17473,RGBP,1,0,0,0,1,2
19245,2023-11-01,1.5801000595092771,1.690000057220459,1.5801000595092771,1.6069999933242798,1.6069999933242798,15595,RGBP,1,0,0,0,1,2
19276,2023-12-15,0.75,0.8999999761581421,0.699999988079071,0.8199999928474426,0.8199999928474426,48079,RGBP,1,0,0,1,0,2
8862,2023-11-06,2.700000047683716,2.700000047683716,2.4100000858306885,2.490000009536743,2.490000009536743,120200,CLRB,1,0,0,0,1,2
8863,2023-11-07,2.470000028610229,2.5799999237060547,2.25,2.309999942779541,2.309999942779541,224500,CLRB,1,0,0,0,1,2
8868,2023-11-14,2.0899999141693115,2.119999885559082,1.9800000190734863,2.0199999809265137,2.0199999809265137,145900,CLRB,1,0,0,0,1,2
19279,2023-12-20,1.3300000429153442,1.3300000429153442,0.8299999833106995,0.8299999833106995,0.8299999833106995,13498,RGBP,1,0,0,0,1,2
19280,2023-12-21,0.800000011920929,0.8500000238418579,0.7400000095367432,0.75,0.75,41374,RGBP,1,0,0,0,1,2
19281,2023-12-22,0.7409999966621399,0.7699999809265137,0.7300000190734863,0.7465000152587891,0.7465000152587891,57067,RGBP,1,0,0,0,1,2
19282,2023-12-26,0.7400000095367432,0.7599999904632568,0.7200000286102295,0.7239000201225281,0.7239000201225281,18878,RGBP,1,0,0,0,1,2
8869,2023-11-15,2.059999942779541,2.069999933242798,1.940000057220459,1.9800000190734863,1.9800000190734863,223900,CLRB,1,0,0,0,1,2
8859,2023-11-01,2.4100000858306885,2.5,2.359999895095825,2.380000114440918,2.380000114440918,76400,CLRB,1,0,0,0,1,2
8860,2023-11-02,2.5,2.569999933242798,2.369999885559082,2.400000095367432,2.400000095367432,249900,CLRB,1,0,0,0,1,2
8847,2023-10-16,2.559999942779541,2.869999885559082,2.549999952316284,2.759999990463257,2.759999990463257,165600,CLRB,0,0,0,1,1,2
8843,2023-10-10,2.7300000190734863,2.8399999141693115,2.690000057220459,2.7799999713897705,2.7799999713897705,125800,CLRB,0,0,0,1,1,2
19271,2023-12-08,1.159999966621399,1.159999966621399,1.1200000047683716,1.1299999952316284,1.1299999952316284,19706,RGBP,1,0,0,0,1,2
19272,2023-12-11,1.1399999856948853,1.25,1.1299999952316284,1.1349999904632568,1.1349999904632568,18073,RGBP,1,0,0,0,1,2
19273,2023-12-12,1.1380000114440918,1.1380000114440918,1.100000023841858,1.1100000143051147,1.1100000143051147,11138,RGBP,1,0,0,0,1,2
25148,2023-11-15,0.2919999957084656,0.2919999957084656,0.2300000041723251,0.2300000041723251,0.2300000041723251,3100,TLSIW,0,1,0,0,1,2
2380,2023-12-07,0.2899999916553497,0.2951500117778778,0.1620000004768371,0.2904999852180481,0.2904999852180481,33068,OLVI,1,0,0,0,1,2
2381,2023-12-08,0.162100002169609,0.2904999852180481,0.162100002169609,0.2904999852180481,0.2904999852180481,8448,OLVI,1,0,0,0,1,2
25150,2023-11-17,0.25,0.2800000011920929,0.25,0.2800000011920929,0.2800000011920929,1200,TLSIW,0,1,0,0,1,2
25152,2023-11-21,0.3120000064373016,0.3120000064373016,0.3120000064373016,0.3120000064373016,0.3120000064373016,0,TLSIW,0,1,0,0,1,2
25153,2023-11-22,0.25,0.2529999911785126,0.25,0.25,0.25,3500,TLSIW,0,1,0,0,1,2
19364,2023-12-22,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,10000,MLYCF,0,1,0,0,1,2
19350,2023-12-04,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,2600,MLYCF,0,1,0,0,1,2
2392,2023-12-26,0.3964999914169311,0.3964999914169311,0.3747499883174896,0.3763999938964844,0.3763999938964844,18468,OLVI,0,1,0,0,1,2
2393,2023-12-27,0.4000000059604645,0.4000000059604645,0.3381299972534179,0.3381299972534179,0.3381299972534179,19658,OLVI,0,1,0,0,1,2
2396,2024-01-02,0.4000000059604645,0.4749999940395355,0.4000000059604645,0.4550000131130218,0.4550000131130218,24438,OLVI,0,1,0,1,0,2
2347,2023-10-20,0.3199999928474426,0.3199999928474426,0.1650000065565109,0.3000000119209289,0.3000000119209289,8005,OLVI,1,0,0,0,1,2
2348,2023-10-23,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,7370,OLVI,1,0,0,0,1,2
2398,2024-01-04,0.5899999737739563,0.7950000166893005,0.5699999928474426,0.7950000166893005,0.7950000166893005,31869,OLVI,0,1,0,1,0,2
2399,2024-01-05,0.8199999928474426,1.4800000190734863,0.8199999928474426,1.4600000381469729,1.4600000381469729,33746,OLVI,0,1,0,1,0,2
2400,2024-01-08,1.399999976158142,1.4500000476837158,0.8500999808311462,0.9800000190734864,0.9800000190734864,30762,OLVI,0,1,0,0,1,2
8845,2023-10-12,2.5999999046325684,2.740000009536743,2.5199999809265137,2.690000057220459,2.690000057220459,71500,CLRB,0,0,0,1,1,2
19263,2023-11-28,1.3600000143051147,1.399999976158142,1.2999999523162842,1.2999999523162842,1.2999999523162842,6978,RGBP,1,0,0,0,1,2
19264,2023-11-29,1.399999976158142,1.399999976158142,1.2799999713897705,1.2799999713897705,1.2799999713897705,16847,RGBP,1,0,0,0,1,2
19265,2023-11-30,1.2799999713897705,1.2899999618530271,1.2000000476837158,1.2899999618530271,1.2899999618530271,20051,RGBP,1,0,0,0,1,2
25178,2023-12-29,0.9700000286102296,1.350000023841858,0.9700000286102296,1.190000057220459,1.190000057220459,8000,TLSIW,0,1,0,1,0,2
25179,2024-01-02,1.350000023841858,1.350000023841858,0.949999988079071,1.0,1.0,9200,TLSIW,0,1,0,0,1,2
2388,2023-12-19,0.3499999940395355,0.3700000047683716,0.3499999940395355,0.3499999940395355,0.3499999940395355,8819,OLVI,0,1,0,0,1,2
2378,2023-12-05,0.25,0.2899999916553497,0.209999993443489,0.209999993443489,0.209999993443489,14296,OLVI,1,0,0,0,1,2
19239,2023-10-24,1.75,1.75,1.6100000143051147,1.6299999952316284,1.6299999952316284,8624,RGBP,1,0,0,0,1,2
19256,2023-11-16,1.5,1.5,1.440000057220459,1.4700000286102295,1.4700000286102295,9858,RGBP,1,0,0,0,1,2
19257,2023-11-17,1.4500000476837158,1.4800000190734863,1.399999976158142,1.4500000476837158,1.4500000476837158,14505,RGBP,1,0,0,0,1,2
19258,2023-11-20,1.4199999570846558,1.430999994277954,1.2000000476837158,1.2000000476837158,1.2000000476837158,18256,RGBP,1,0,0,0,1,2
19259,2023-11-21,1.3300000429153442,1.4199999570846558,1.25,1.2904000282287598,1.2904000282287598,25751,RGBP,1,0,0,0,1,2
19260,2023-11-22,1.399999976158142,1.399999976158142,1.2200000286102295,1.2769999504089355,1.2769999504089355,23022,RGBP,1,0,0,0,1,2
19246,2023-11-02,1.5700000524520874,1.600000023841858,1.559999942779541,1.559999942779541,1.559999942779541,5818,RGBP,1,0,0,0,1,2
19247,2023-11-03,1.600000023841858,1.600000023841858,1.5499999523162842,1.5700000524520874,1.5700000524520874,12174,RGBP,1,0,0,0,1,2
8899,2023-12-29,2.619999885559082,2.8399999141693115,2.549999952316284,2.7699999809265137,2.7699999809265137,833900,CLRB,0,0,0,1,1,2
8900,2024-01-02,2.890000104904175,3.200000047683716,2.7799999713897705,2.859999895095825,2.859999895095825,2324800,CLRB,0,1,0,0,1,2
19248,2023-11-06,1.5674999952316284,1.5674999952316284,1.5299999713897705,1.5625,1.5625,9602,RGBP,1,0,0,0,1,2
19250,2023-11-08,1.649999976158142,1.7000000476837158,1.5049999952316284,1.5499999523162842,1.5499999523162842,22122,RGBP,1,0,0,0,1,2
19251,2023-11-09,1.5499999523162842,1.5499999523162842,1.5299999713897705,1.5399999618530271,1.5399999618530271,6826,RGBP,1,0,0,0,1,2
19252,2023-11-10,1.5499999523162842,1.5499999523162842,1.5099999904632568,1.5499999523162842,1.5499999523162842,4749,RGBP,1,0,0,0,1,2
19253,2023-11-13,1.5,1.5499999523162842,1.440000057220459,1.4424999952316284,1.4424999952316284,8503,RGBP,1,0,0,0,1,2
19238,2023-10-23,1.7200000286102295,1.7799999713897705,1.7200000286102295,1.7400000095367432,1.7400000095367432,3741,RGBP,1,0,0,0,1,2
8901,2024-01-03,2.950000047683716,3.130000114440918,2.799999952316284,2.8299999237060547,2.8299999237060547,1914200,CLRB,0,1,0,0,1,2
8886,2023-12-11,2.6600000858306885,2.6600000858306885,2.4200000762939453,2.5799999237060547,2.5799999237060547,236500,CLRB,0,1,0,0,1,2
8887,2023-12-12,2.5199999809265137,2.6600000858306885,2.430000066757202,2.619999885559082,2.619999885559082,212600,CLRB,0,1,0,0,1,2
8888,2023-12-13,2.630000114440918,2.900000095367432,2.630000114440918,2.75,2.75,555200,CLRB,0,1,0,0,1,2
8889,2023-12-14,2.809999942779541,2.8399999141693115,2.650000095367432,2.650000095367432,2.650000095367432,219600,CLRB,0,1,0,0,1,2
8890,2023-12-15,2.7799999713897705,2.7799999713897705,2.569999933242798,2.650000095367432,2.650000095367432,225100,CLRB,0,1,0,0,1,2
8891,2023-12-18,2.690000057220459,2.690000057220459,2.5,2.5299999713897705,2.5299999713897705,160600,CLRB,0,1,0,0,1,2
8892,2023-12-19,2.680000066757202,2.7699999809265137,2.5,2.5999999046325684,2.5999999046325684,351500,CLRB,0,1,0,0,1,2
8870,2023-11-16,1.9800000190734863,2.0199999809265137,1.8899999856948853,2.0,2.0,128000,CLRB,1,0,0,0,1,2
8873,2023-11-21,2.200000047683716,2.240000009536743,2.109999895095825,2.140000104904175,2.140000104904175,124000,CLRB,1,0,0,0,1,2
8875,2023-11-24,2.220000028610229,2.220000028610229,2.0999999046325684,2.0999999046325684,2.0999999046325684,114600,CLRB,0,1,0,0,1,2
8876,2023-11-27,2.0999999046325684,2.200000047683716,2.0999999046325684,2.140000104904175,2.140000104904175,153000,CLRB,0,1,0,0,1,2
8893,2023-12-20,2.690000057220459,2.690000057220459,2.5,2.569999933242798,2.569999933242798,214700,CLRB,0,1,0,0,1,2
8881,2023-12-04,2.559999942779541,2.5799999237060547,2.400000095367432,2.5,2.5,120700,CLRB,0,1,0,0,1,2
8883,2023-12-06,2.549999952316284,2.619999885559082,2.450000047683716,2.549999952316284,2.549999952316284,110900,CLRB,0,1,0,0,1,2
8884,2023-12-07,2.5,2.569999933242798,2.400000095367432,2.509999990463257,2.509999990463257,149500,CLRB,0,1,0,0,1,2
2344,2023-10-17,0.3499999940395355,0.3499999940395355,0.2730000019073486,0.2759999930858612,0.2759999930858612,11675,OLVI,1,0,0,0,1,2
19255,2023-11-15,1.440000057220459,1.4800000190734863,1.440000057220459,1.440000057220459,1.440000057220459,9109,RGBP,1,0,0,0,1,2
8930,2023-10-16,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0,NREG,1,0,0,0,1,2
8931,2023-10-17,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0,NREG,1,0,0,0,1,2
8932,2023-10-18,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0,NREG,1,0,0,0,1,2
8933,2023-10-19,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0,NREG,1,0,0,0,1,2
8902,2024-01-04,2.890000104904175,3.059999942779541,2.7799999713897705,2.8299999237060547,2.8299999237060547,1454700,CLRB,0,1,0,0,1,2
8903,2024-01-05,2.9100000858306885,2.9100000858306885,2.549999952316284,2.7100000381469727,2.7100000381469727,2191700,CLRB,0,1,0,0,1,2
2401,2024-01-09,1.1200000047683716,1.4500000476837158,1.1100000143051147,1.3700000047683716,1.3700000047683716,13654,OLVI,0,1,0,1,0,2
2402,2024-01-10,1.3700000047683716,1.6399999856948853,1.2999999523162842,1.6399999856948853,1.6399999856948853,49436,OLVI,0,1,0,1,0,2
2390,2023-12-21,0.4000000059604645,0.4000000059604645,0.3499999940395355,0.3899999856948852,0.3899999856948852,48762,OLVI,0,1,0,0,1,2
2363,2023-11-13,0.2799000144004822,0.2998999953269958,0.2799000144004822,0.2998999953269958,0.2998999953269958,630,OLVI,0,1,0,0,1,2
2364,2023-11-14,0.2998999953269958,0.2998999953269958,0.2998999953269958,0.2998999953269958,0.2998999953269958,0,OLVI,0,1,0,0,1,2
2365,2023-11-15,0.2998999953269958,0.2998999953269958,0.2998999953269958,0.2998999953269958,0.2998999953269958,0,OLVI,0,1,0,0,1,2
2342,2023-10-13,0.2899999916553497,0.4000000059604645,0.2580200135707855,0.270000010728836,0.270000010728836,44741,OLVI,1,0,0,0,1,2
2343,2023-10-16,0.3499999940395355,0.3499999940395355,0.1410000026226043,0.1410000026226043,0.1410000026226043,418,OLVI,1,0,0,0,1,2
19209,2024-01-10,18.11000061035156,18.700000762939453,16.309999465942383,16.459999084472656,16.459999084472656,364000,SSNT,0,1,0,0,1,2
19178,2023-11-24,3.75,3.75,3.630000114440918,3.630000114440918,3.630000114440918,6500,SSNT,0,1,0,0,1,2
19180,2023-11-28,3.690000057220459,3.75,3.640000104904175,3.75,3.75,8800,SSNT,0,1,0,0,1,2
19181,2023-11-29,3.75,3.7799999713897705,3.690000057220459,3.690000057220459,3.690000057220459,4600,SSNT,0,1,0,0,1,2
19182,2023-11-30,3.690000057220459,3.740000009536743,3.680000066757202,3.680000066757202,3.680000066757202,1600,SSNT,0,1,0,0,1,2
19183,2023-12-01,3.680000066757202,3.680000066757202,3.609999895095825,3.670000076293945,3.670000076293945,10200,SSNT,0,1,0,0,1,2
19184,2023-12-04,8.289999961853027,13.369999885559082,6.480000019073486,12.489999771118164,12.489999771118164,41643400,SSNT,0,1,0,1,0,2
19186,2023-12-06,9.699999809265137,9.899999618530272,7.409999847412109,8.300000190734863,8.300000190734863,1130900,SSNT,0,1,0,0,1,2
8965,2023-12-05,0.0280000008642673,0.0299999993294477,0.025000000372529,0.0298999994993209,0.0298999994993209,5251448,NREG,0,1,0,1,0,2
8905,2024-01-09,3.2799999713897705,3.75,3.259999990463257,3.650000095367432,3.650000095367432,5057300,CLRB,0,1,0,1,0,2
19237,2023-10-20,1.7400000095367432,1.7899999618530271,1.7400000095367432,1.7599999904632568,1.7599999904632568,5945,RGBP,1,0,0,0,1,2
19225,2023-10-04,1.75,1.899999976158142,1.75,1.899999976158142,1.899999976158142,3719,RGBP,0,0,0,1,1,2
19229,2023-10-10,1.7999999523162842,1.934999942779541,1.7999999523162842,1.8849999904632568,1.8849999904632568,1114,RGBP,0,0,0,1,1,2
19206,2024-01-05,17.979999542236328,22.46999931335449,17.8799991607666,21.979999542236328,21.979999542236328,774300,SSNT,0,1,0,1,0,2
19207,2024-01-08,23.0,24.540000915527344,18.059999465942383,18.96999931335449,18.96999931335449,924600,SSNT,0,1,0,0,1,2
19208,2024-01-09,19.440000534057617,21.0,17.899999618530273,18.030000686645508,18.030000686645508,309000,SSNT,0,1,0,0,1,2
8957,2023-11-22,0.0115000000223517,0.0124599998816847,0.0080000003799796,0.0080000003799796,0.0080000003799796,594907,NREG,0,1,0,0,1,2
8942,2023-11-01,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,90000,NREG,1,0,0,0,1,2
8946,2023-11-07,0.0027000000700354,0.0027000000700354,0.0027000000700354,0.0027000000700354,0.0027000000700354,100,NREG,1,0,0,0,1,2
8947,2023-11-08,0.0027000000700354,0.0027000000700354,0.0027000000700354,0.0027000000700354,0.0027000000700354,0,NREG,1,0,0,0,1,2
8959,2023-11-27,0.0186000000685453,0.0237000007182359,0.0129000004380941,0.0129000004380941,0.0129000004380941,16293235,NREG,0,1,0,0,1,2
8960,2023-11-28,0.0140000004321336,0.0146500002592802,0.0121999997645616,0.0130000002682209,0.0130000002682209,1533022,NREG,0,1,0,0,1,2
8961,2023-11-29,0.0135000003501772,0.0189999993890523,0.0135000003501772,0.0185000002384185,0.0185000002384185,2747566,NREG,0,1,0,1,0,2
8962,2023-11-30,0.0160000007599592,0.0219000000506639,0.0160000007599592,0.0189999993890523,0.0189999993890523,4364107,NREG,0,1,0,1,0,2
8934,2023-10-20,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0.0035000001080334,0,NREG,1,0,0,0,1,2
8936,2023-10-24,0.0028299998957663,0.0028299998957663,0.002600000007078,0.002600000007078,0.002600000007078,4250,NREG,1,0,0,0,1,2
8937,2023-10-25,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0,NREG,1,0,0,0,1,2
8938,2023-10-26,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0,NREG,1,0,0,0,1,2
8939,2023-10-27,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0,NREG,1,0,0,0,1,2
8940,2023-10-30,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0.002600000007078,0,NREG,1,0,0,0,1,2
8953,2023-11-16,0.0070000002160668,0.0089999996125698,0.0070000002160668,0.0070099998265504,0.0070099998265504,377515,NREG,0,1,0,0,1,2
8954,2023-11-17,0.0080000003799796,0.0083999997004866,0.0052000000141561,0.0070000002160668,0.0070000002160668,1321385,NREG,0,1,0,0,1,2
25163,2023-12-07,0.2879999876022339,0.2879999876022339,0.2300000041723251,0.2599999904632568,0.2599999904632568,66600,TLSIW,0,0,0,1,1,2
2366,2023-11-16,0.2998999953269958,0.3000000119209289,0.209999993443489,0.3000000119209289,0.3000000119209289,2644,OLVI,0,1,0,0,1,2
25180,2024-01-03,0.9300000071525574,1.0399999618530271,0.7699999809265137,0.9800000190734864,0.9800000190734864,15500,TLSIW,0,1,0,0,1,2
25181,2024-01-04,1.190000057220459,1.190000057220459,0.9639999866485596,1.0,1.0,28700,TLSIW,0,1,0,0,1,2
25166,2023-12-12,0.3000000119209289,0.3199999928474426,0.2800000011920929,0.3199999928474426,0.3199999928474426,4400,TLSIW,0,1,0,0,1,2
25167,2023-12-13,0.3600000143051147,0.4300000071525574,0.3459999859333038,0.3630000054836273,0.3630000054836273,154000,TLSIW,0,1,0,0,1,2
25168,2023-12-14,0.4000000059604645,0.800000011920929,0.4000000059604645,0.7300000190734863,0.7300000190734863,230300,TLSIW,0,1,0,1,0,2
25169,2023-12-15,0.7300000190734863,1.0,0.699999988079071,0.8999999761581421,0.8999999761581421,216200,TLSIW,0,1,0,1,0,2
2371,2023-11-24,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,OLVI,0,1,0,0,1,2
2372,2023-11-27,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,OLVI,0,1,0,0,1,2
2359,2023-11-07,0.25,0.2899999916553497,0.2249999940395355,0.2899999916553497,0.2899999916553497,29877,OLVI,0,0,0,1,1,2
2362,2023-11-10,0.2998999953269958,0.2998999953269958,0.2998999953269958,0.2998999953269958,0.2998999953269958,0,OLVI,0,1,0,0,1,2
25158,2023-11-30,0.3120000064373016,0.3120000064373016,0.3120000064373016,0.3120000064373016,0.3120000064373016,0,TLSIW,0,1,0,0,1,2
25159,2023-12-01,0.101000003516674,0.2939999997615814,0.101000003516674,0.2599999904632568,0.2599999904632568,12500,TLSIW,0,1,0,0,1,2
25160,2023-12-04,0.270000010728836,0.3149999976158142,0.2599999904632568,0.2599999904632568,0.2599999904632568,900,TLSIW,0,1,0,0,1,2
25162,2023-12-06,0.3129999935626983,0.3129999935626983,0.2399999946355819,0.25,0.25,23400,TLSIW,0,1,0,0,1,2
19201,2023-12-28,13.0,17.889999389648438,12.800000190734863,15.449999809265137,15.449999809265137,1028400,SSNT,0,1,0,1,0,2
19202,2023-12-29,15.300000190734863,18.46999931335449,14.5,17.110000610351562,17.110000610351562,619400,SSNT,0,1,0,1,0,2
2284,2023-11-17,0.9800000190734864,0.9940000176429749,0.9670000076293944,0.9670000076293944,0.9670000076293944,9200,LINRF,1,1,0,0,0,2
2285,2023-11-20,0.9958000183105468,0.9959999918937684,0.9399999976158142,0.949999988079071,0.949999988079071,19065,LINRF,1,1,0,0,0,2
2367,2023-11-17,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,OLVI,0,1,0,0,1,2
2368,2023-11-20,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,130,OLVI,0,1,0,0,1,2
2369,2023-11-21,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,OLVI,0,1,0,0,1,2
2370,2023-11-22,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,OLVI,0,1,0,0,1,2
19188,2023-12-08,9.260000228881836,9.399999618530272,8.529999732971191,8.859999656677246,8.859999656677246,345600,SSNT,0,1,0,0,1,2
19174,2023-11-17,3.630000114440918,3.630000114440918,3.5,3.5,3.5,1400,SSNT,0,1,0,0,1,2
19190,2023-12-12,10.770000457763672,11.220000267028809,9.100000381469728,9.5,9.5,704300,SSNT,0,1,0,0,1,2
19191,2023-12-13,10.899999618530272,10.899999618530272,9.609999656677246,9.90999984741211,9.90999984741211,371600,SSNT,0,1,0,0,1,2
19192,2023-12-14,8.680000305175781,9.520000457763672,8.449999809265137,8.460000038146973,8.460000038146973,522400,SSNT,0,1,0,0,1,2
19193,2023-12-15,8.630000114440918,9.949999809265137,8.510000228881836,8.600000381469727,8.600000381469727,481100,SSNT,0,1,0,0,1,2
19195,2023-12-19,9.75,9.75,9.100000381469728,9.579999923706056,9.579999923706056,252300,SSNT,0,1,0,0,1,2
19198,2023-12-22,11.489999771118164,11.649999618530272,10.5600004196167,10.869999885559082,10.869999885559082,224800,SSNT,0,1,0,0,1,2
8987,2024-01-08,0.0104000000283122,0.0130000002682209,0.0104000000283122,0.0109999999403953,0.0109999999403953,286527,NREG,1,0,0,0,1,2
8988,2024-01-09,0.0130000002682209,0.0130000002682209,0.0109999999403953,0.0109999999403953,0.0109999999403953,58871,NREG,1,0,0,0,1,2
8989,2024-01-10,0.0111999996006488,0.0111999996006488,0.0094999996945261,0.0094999996945261,0.0094999996945261,278473,NREG,1,0,0,0,1,2
8966,2023-12-06,0.0294000003486871,0.0297999996691942,0.0171000007539987,0.0240000002086162,0.0240000002086162,5035709,NREG,0,1,0,0,1,2
8967,2023-12-07,0.0239000003784894,0.0240000002086162,0.0189999993890523,0.0199999995529651,0.0199999995529651,536500,NREG,0,1,0,0,1,2
9057,2023-12-18,5.800000190734863,6.396999835968018,5.699999809265137,6.0,6.0,4102300,IREN,0,1,0,0,1,2
9058,2023-12-19,6.199999809265137,6.385000228881836,5.260000228881836,5.71999979019165,5.71999979019165,8671900,IREN,0,1,0,0,1,2
9060,2023-12-21,5.849999904632568,7.730000019073486,5.78000020980835,7.679999828338623,7.679999828338623,18683300,IREN,0,1,0,1,0,2
9018,2023-10-23,3.200000047683716,3.361000061035156,3.121999979019165,3.200000047683716,3.200000047683716,2883700,IREN,1,0,0,0,1,2
8969,2023-12-11,0.0212500002235174,0.0264999996870756,0.0212500002235174,0.0225000008940696,0.0225000008940696,391160,NREG,0,1,0,0,1,2
8971,2023-12-13,0.0195000004023313,0.0200999993830919,0.0160000007599592,0.0195000004023313,0.0195000004023313,278559,NREG,0,0,0,1,1,2
8972,2023-12-14,0.0249000005424022,0.0249000005424022,0.0171000007539987,0.0240000002086162,0.0240000002086162,238112,NREG,0,0,0,1,1,2
9022,2023-10-27,3.039999961853028,3.289999961853028,3.039999961853028,3.200000047683716,3.200000047683716,1628700,IREN,0,0,0,1,1,2
9023,2023-10-30,3.25,3.25,2.9600000381469727,3.009999990463257,3.009999990463257,2147500,IREN,0,1,0,0,1,2
8985,2024-01-04,0.006000000052154,0.0149999996647238,0.006000000052154,0.0098999999463558,0.0098999999463558,3303316,NREG,1,0,0,0,1,2
8986,2024-01-05,0.009689999744296,0.0099999997764825,0.009460000321269,0.0099999997764825,0.0099999997764825,35400,NREG,1,0,0,0,1,2
9008,2023-10-09,3.3499999046325684,3.4159998893737797,3.2149999141693115,3.2799999713897705,3.2799999713897705,1031300,IREN,1,0,0,0,1,2
