Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date,Screener
NPRFF,Nepra Foods Inc.,0.15,0.03,25.0,32040,73333,7775000,2024-02-06T06:17:23.112971,Winners
MTPP,"Mountain Top Properties, Inc.",0.06,0.0101,20.24,76150,16465,6660000,2024-02-06T06:17:23.112971,Winners
MSSV,"Meso Numismatics, Inc.",0.058,0.0216,59.34,151,15511,724646,2024-02-06T06:17:23.112971,Winners
CPPMF,COPPERNICO METALS INC,0.02,0.004,25.0,1780,47993,0,2024-02-06T06:17:23.112971,Winners
FNMA,Federal National Mortgage Association,1.07,0.1088,11.32,9645000,2563000,1239000000,2024-01-02T06:17:52.518435,Winners
ZVRA,"Zevra Therapeutics, Inc.",6.55,0.85,14.91,897280,212487,256662000,2024-01-02T06:17:52.518435,Winners
ALIM,"Alimera Sciences, Inc.",4.32,0.44,11.34,118022,70006,226441000,2024-01-02T06:17:52.518435,Winners
CGEN,Compugen Ltd.,1.98,0.2,11.24,1652000,2428000,174888000,2024-01-02T06:17:52.518435,Winners
MFH,Mercurity Fintech Holding Inc.,2.6,0.31,13.54,46731,136353,121025000,2024-01-02T06:17:52.518435,Winners
ALAR,Alarum Technologies Ltd.,7.76,0.76,10.86,325515,51459,46376000,2024-01-02T06:17:52.518435,Winners
NUKK,Nukkleus Inc.,2.8664,0.2964,11.53,270023,34702,1052000000,2024-01-02T06:17:52.518435,Winners
EKSO,"Ekso Bionics Holdings, Inc.",2.5,0.62,32.98,790620,102424,35587000,2024-01-02T06:17:52.518435,Winners
SYBX,"Synlogic, Inc.",3.85,0.4,11.59,73428,52416,35379000,2024-01-02T06:17:52.518435,Winners
CLRB,"Cellectar Biosciences, Inc.",2.77,0.28,11.24,833886,202262,34039000,2024-01-02T06:17:52.518435,Winners
TOMZ,"TOMI Environmental Solutions, Inc.",1.01,0.0979,10.73,98993,25877,20123000,2024-01-02T06:17:52.518435,Winners
SNTG,Sentage Holdings Inc.,5.0,3.23,182.49,48332000,783788,14027000,2024-01-02T06:17:52.518435,Winners
HLGN,"Heliogen, Inc.",2.0,0.22,12.36,53894,42456,11817000,2024-01-02T06:17:52.518435,Winners
TLSIW,"TriSalus Life Sciences, Inc.",1.19,0.19,19.0,7980,22446,0,2024-01-02T06:17:52.518435,Winners
AAGH,America Great Health,0.02,0.005,33.33,17400,161234,422142000,2024-01-24T19:38:07.347725,Winners
ABCP,AmBase Corporation,0.19,0.0379,24.92,3103,12978,7740000,2024-01-24T19:38:07.347725,Winners
PGOL,Patriot Gold Corp.,0.098,0.0169,20.84,110598,25128,7002000,2024-01-24T19:38:07.347725,Winners
CRYBF,Cryptoblox Technologies Inc.,0.049,0.009,22.5,63722,88433,3621000,2024-01-24T19:38:07.347725,Winners
FNMA,Federal National Mortgage Association,1.36,0.26,23.64,27275000,3043000,1575000000,2024-01-23T06:18:52.142871,Winners
FNMAI,Federal National Mortgage Association,3.61,0.36,11.08,11674,85883,4979000000,2024-01-23T06:18:52.142871,Winners
FMCKL,Federal Home Loan Mortgage Corporation,3.9,0.4,11.43,956,60440,2853000000,2024-01-23T06:18:52.142871,Winners
FMCC,Federal Home Loan Mortgage Corporation,1.1335,0.1835,19.32,8072000,1138000,736843000,2024-01-23T06:18:52.142871,Winners
FMCKM,Federal Home Loan Mortgage Corporation,3.26,0.37,12.8,19319,156956,2623000000,2024-01-23T06:18:52.142871,Winners
OLVI,"Oliveda International, Inc.",5.03,2.91,136.71,96524,15303,3074000000,2024-01-23T06:18:52.142871,Winners
OPEN,Opendoor Technologies Inc.,3.49,0.34,10.79,34486000,21012000,2338000000,2024-01-23T06:18:52.142871,Winners
RR,Richtech Robotics Inc.,9.8,1.92,24.37,231292,168111,639375000,2024-01-23T06:18:52.142871,Winners
PLSE,"Pulse Biosciences, Inc.",9.37,1.09,13.16,202173,295276,516104000,2024-01-23T06:18:52.142871,Winners
AVAH,Aveanna Healthcare Holdings Inc.,2.56,0.24,10.34,68941,204715,488276000,2024-01-23T06:18:52.142871,Winners
KROEF,KR1 Plc,1.0,0.15,17.65,3350,12695,177370000,2024-01-23T06:18:52.142871,Winners
MPU,Mega Matrix Corp.,4.12,0.86,26.38,1761000,297981,147144000,2024-01-23T06:18:52.142871,Winners
ADAG,Adagene Inc.,3.0,0.36,13.64,305632,83003,131504000,2024-01-23T06:18:52.142871,Winners
ELEV,"Elevation Oncology, Inc.",2.82,0.29,11.46,3435000,2348000,119609000,2024-01-23T06:18:52.142871,Winners
ESOA,Energy Services of America Corporation,6.75,0.65,10.66,517334,87410,112099000,2024-01-23T06:18:52.142871,Winners
BIMI,BIMI Holdings Inc.,2.66,0.32,13.68,148392,20126,37250000,2024-01-23T06:18:52.142871,Winners
HLGN,"Heliogen, Inc.",1.84,0.24,15.0,8606,34400,10872000,2024-01-23T06:18:52.142871,Winners
FREJP,Federal Home Loan Mortgage Corporation PFD 5.30%,6.39,1.05,19.66,600,10786,0,2024-01-23T06:18:52.142871,Winners
NOKPF,Nok Airlines Public Company Limited,0.015,0.012,400.0,100,37808,115462000,2024-02-14T06:17:47.187335,Winners
AAGH,America Great Health,0.02,0.005,33.33,286100,180219,422142000,2024-02-14T06:17:47.187335,Winners
MDWK,"MDWerks, Inc.",0.18,0.06,50.0,8000,33741,22949000,2024-02-14T06:17:47.187335,Winners
BRVO,Bravo Multinational Incorporated,0.276,0.0559,25.4,180491,33823,15495000,2024-02-14T06:17:47.187335,Winners
BLTH,"American Battery Materials, Inc.",0.6,0.2,50.0,547,775938,6593000,2024-02-14T06:17:47.187335,Winners
FDCT,"FDCTech, Inc.",0.0251,0.0053,26.77,3577,215128,8373000,2024-02-14T06:17:47.187335,Winners
MRGE,Mirage Energy Corporation,0.0148,0.0048,48.0,100,75300,7351000,2024-02-14T06:17:47.187335,Winners
PRED,"Predictive Technology Group, Inc.",0.01,0.0095,0.0,850,46160,2996000,2024-02-14T06:17:47.187335,Winners
RVLWF,Revitalist Lifestyle and Wellness Ltd.,0.0375,0.0225,149.67,8610,10068,2981000,2024-02-14T06:17:47.187335,Winners
ECDP,Echo Defense Projects Inc.,0.175,0.0437,33.28,148821,39593,49026,2024-02-14T06:17:47.187335,Winners
AAGH,America Great Health,0.02,0.005,33.33,152900,156484,422142000,2024-01-14T18:51:57.207389,Winners
ECSL,"EncounterCare Solutions, Inc.",0.93,0.225,31.91,410735,50838,64775000,2024-01-14T18:51:57.207389,Winners
BTTC,Bitech Technologies Corporation,0.085,0.015,21.43,699317,78641,40560000,2024-01-14T18:51:57.207389,Winners
GTRIF,GTI Energy Limited,0.0145,0.0065,81.25,560000,12362,29724000,2024-01-14T18:51:57.207389,Winners
RWGI,"Rodedawg International Industries, Inc.",0.074,0.032,76.19,64501,51060,13636000,2024-01-14T18:51:57.207389,Winners
GMETF,GameOn Entertainment Technologies Inc.,0.1369,0.0284,26.18,21857,24392,10283000,2024-01-14T18:51:57.207389,Winners
MRGE,Mirage Energy Corporation,0.018,0.005,38.46,60000,74233,8941000,2024-01-14T18:51:57.207389,Winners
ECGS,Eco-Growth Strategies Inc.,0.1722,0.0622,56.5,68985,18008,6065000,2024-01-14T18:51:57.207389,Winners
CMXC,Cell MedX Corp.,0.079,0.035,79.55,109001,73450,4971000,2024-01-14T18:51:57.207389,Winners
FUAPF,Global Compliance Applications Corp.,0.0186,0.0039,26.53,68117,41322,4833000,2024-01-14T18:51:57.207389,Winners
BULT,"Bullet Blockchain, Inc.",0.1185,0.0224,23.27,9480,28020,570704,2024-01-14T18:51:57.207389,Winners
ECDP,Echo Defense Projects Inc.,0.27,0.0532,24.55,15077,36672,49026,2024-01-14T18:51:57.207389,Winners
NREG,"NewRegen, Inc.",0.0163,0.0067,69.79,353239,1375000,0,2024-01-14T18:51:57.207389,Winners
RDDTF,Radient Technologies Inc.,0.035,0.0274,363.58,6087000,289793,18895000,2024-02-27T06:16:55.989820,Winners
GRHI,"Gold Rock Holdings, Inc.",0.08,0.023,40.35,152859,95197,18484000,2024-02-27T06:16:55.989820,Winners
BCNWF,Bitcoin Well Inc.,0.09,0.0215,31.39,22455,11354,17894000,2024-02-27T06:16:55.989820,Winners
QNCCF,Quantum eMotion Corp.,0.0949,0.0505,113.74,819412,51625,13040000,2024-02-27T06:16:55.989820,Winners
RWGI,"Rodedawg International Industries, Inc.",0.0785,0.0235,42.73,597836,153411,14466000,2024-02-27T06:16:55.989820,Winners
BHSIF,Bayhorse Silver Inc.,0.0321,0.0063,24.57,20200,390770,8901000,2024-02-27T06:16:55.989820,Winners
BIDCF,BlockchainK2 Corp.,0.28,0.0808,40.56,43700,27588,7406000,2024-02-27T06:16:55.989820,Winners
CGOLF,Contact Gold Corp.,0.0194,0.0082,73.21,307345,19573,6835000,2024-02-27T06:16:55.989820,Winners
LBRG,"Ladybug Resource Group, Inc.",0.0183,0.0034,22.41,368572,214442,4168000,2024-02-27T06:16:55.989820,Winners
NXGT,"Nexteligent Holdings, Inc.",0.02,0.004,25.0,377,27432,2297000,2024-02-27T06:16:55.989820,Winners
RDYFF,Newpath Resources Inc.,0.0819,0.0314,62.18,40000,11382,1742000,2024-02-27T06:16:55.989820,Winners
CPPMF,COPPERNICO METALS INC,0.05,0.015,42.86,66769,42606,0,2024-02-27T06:16:55.989820,Winners
ARBKF,Argo Blockchain plc,0.32,0.084,35.59,820310,56439,171828000,2023-12-23T06:16:54.473320,Winners
SMGI,SMG Industries Inc.,0.3155,0.0655,26.2,22010,12217,84571000,2023-12-23T06:16:54.473320,Winners
DMGGF,DMG Blockchain Solutions Inc.,0.4787,0.0837,21.17,1332000,194425,80514000,2023-12-23T06:16:54.473320,Winners
SNANF,Sona Nanotech Inc.,0.19,0.0356,23.06,3216,15157,18781000,2023-12-23T06:16:54.473320,Winners
LBSR,Liberty Star Uranium & Metals Corp.,0.314,0.094,42.73,269073,227525,15642000,2023-12-23T06:16:54.473320,Winners
MTPP,"Mountain Top Properties, Inc.",0.1,0.02,25.0,1000,21127,11100000,2023-12-23T06:16:54.473320,Winners
CTCGF,C2C Gold Corp.,0.093,0.0218,30.62,163650,45786,10760000,2023-12-23T06:16:54.473320,Winners
NPRFF,Nepra Foods Inc.,0.14,0.04,40.0,34602,52899,9483000,2023-12-23T06:16:54.473320,Winners
NRPI,NRP Stone Inc.,0.029,0.0068,30.63,14600,17318,9042000,2023-12-23T06:16:54.473320,Winners
MYIDF,Reklaim Ltd.,0.063,0.0131,26.25,34809,21514,6991000,2023-12-23T06:16:54.473320,Winners
MVCO,"Metavesco, Inc.",0.085,0.015,21.43,117975,39320,5637000,2023-12-23T06:16:54.473320,Winners
USNU,"U.S. NeuroSurgical Holdings, Inc.",0.51,0.1598,45.63,1000,10726,4735000,2023-12-23T06:16:54.473320,Winners
CSOC,Caduceus Software Systems Corp.,0.016,0.0027,20.3,115864,28038,4427000,2023-12-23T06:16:54.473320,Winners
NUMD,"Nu-Med Plus, Inc.",0.0418,0.0084,25.06,160,52517,3398000,2023-12-23T06:16:54.473320,Winners
ARTM,"American Nortel Communications, Inc.",0.0378,0.0087,29.9,25500,47839,2469000,2023-12-23T06:16:54.473320,Winners
CLHI,"CLST Holdings, Inc.",0.035,0.0083,31.09,452364,27765,1704000,2023-12-23T06:16:54.473320,Winners
MSAH,"Man Shing Agricultural Holdings, Inc.",0.063,0.0105,20.0,46000,28885,876141,2023-12-23T06:16:54.473320,Winners
BULT,"Bullet Blockchain, Inc.",0.0435,0.0075,20.9,89737,10866,570638,2023-12-23T06:16:54.473320,Winners
CNCOF,CORE NICKEL CORP,0.09,0.035,63.64,53115,18357,0,2023-12-23T06:16:54.473320,Winners
COOLW,Corner Growth Acquisition Corp.,0.07,0.0188,36.72,3292,27190,0,2023-12-23T06:16:54.473320,Winners
NYMXF,Nymox Pharmaceutical Corporation,0.75,0.2201,41.54,100903,57917,69949000,2023-12-27T21:29:49.543026,Winners
XTPT,Xtra Energy Corp.,0.25,0.0425,20.47,89639,57125,55338000,2023-12-27T21:29:49.543026,Winners
AMEGF,American Eagle Gold Corp.,0.244,0.064,35.56,336,13619,28198000,2023-12-27T21:29:49.543026,Winners
GRHI,"Gold Rock Holdings, Inc.",0.09,0.025,38.46,221955,176858,20795000,2023-12-27T21:29:49.543026,Winners
SMURF,Tokens.com Corp.,0.1363,0.0238,21.16,148001,59325,16353000,2023-12-27T21:29:49.543026,Winners
BLTHD,"American Battery Materials, Inc.",0.99,0.44,80.0,16108,1015000,11274000,2023-12-27T21:29:49.543026,Winners
IXIXF,Indigo Exploration Inc.,0.0382,0.0122,46.92,7970,45991,9622000,2023-12-27T21:29:49.543026,Winners
CSOC,Caduceus Software Systems Corp.,0.0197,0.0037,23.12,57670,27287,5451000,2023-12-27T21:29:49.543026,Winners
DIGP,"Digipath, Inc.",0.0375,0.007,22.95,157563,109032,3266000,2023-12-27T21:29:49.543026,Winners
TZPC,ThermaFreeze Products Corporation,0.04,0.01,33.33,13995,26887,1705000,2023-12-27T21:29:49.543026,Winners
SNNC,"Sibannac, Inc.",0.023,0.0042,22.08,311166,341706,1380000,2023-12-27T21:29:49.543026,Winners
CPPMF,COPPERNICO METALS INC,0.03,0.0299,0.0,18605,80967,0,2023-12-27T21:29:49.543026,Winners
TAWNF,Thai Airways International Public Company Limited,0.01,0.0042,72.41,5100,26538,219003000,2023-12-16T06:16:47.046368,Winners
NTCPF,NorthIsle Copper and Gold Inc.,0.3,0.05,20.0,322498,56079,65107000,2023-12-16T06:16:47.046368,Winners
GNS,Genius Group Limited,0.757,0.167,28.31,13448000,2083000,55620000,2023-12-16T06:16:47.046368,Winners
SITKF,Sitka Gold Corp.,0.1532,0.0341,28.63,370100,18338,34043000,2023-12-16T06:16:47.046368,Winners
EAWD,Energy and Water Development Corp.,0.0699,0.0126,21.99,349994,250215,15566000,2023-12-16T06:16:47.046368,Winners
TCRI,"TechCom, Inc.",0.2,0.085,73.91,8030,30557,12998000,2023-12-16T06:16:47.046368,Winners
AIGFF,Genesis AI Corp.,0.155,0.041,35.95,5072,16226,12342000,2023-12-16T06:16:47.046368,Winners
NPRFF,Nepra Foods Inc.,0.11,0.02,22.22,40868,53000,7451000,2023-12-16T06:16:47.046368,Winners
NUMD,"Nu-Med Plus, Inc.",0.0455,0.0111,32.17,29873,46603,3701000,2023-12-16T06:16:47.046368,Winners
AFFL,Affiliated Resources Corp,0.0165,0.009,120.0,1000,22772,1119000,2023-12-16T06:16:47.046368,Winners
CYAP,Cyber Apps World Inc.,0.304,0.104,52.0,48440,16327,386967,2023-12-16T06:16:47.046368,Winners
TLSIW,"TriSalus Life Sciences, Inc.",0.9,0.1701,23.3,216245,16361,0,2023-12-16T06:16:47.046368,Winners
FNMA,Federal National Mortgage Association,1.07,0.1088,11.32,9645000,2420000,1239000000,2023-12-30T06:16:22.593546,Winners
CGEN,Compugen Ltd.,1.98,0.2,11.24,1600000,2404000,174888000,2023-12-30T06:16:22.593546,Winners
MFH,Mercurity Fintech Holding Inc.,2.6,0.31,13.54,46729,136229,121025000,2023-12-30T06:16:22.593546,Winners
ALAR,Alarum Technologies Ltd.,7.76,0.76,10.86,324495,46461,45829000,2023-12-30T06:16:22.593546,Winners
EKSO,"Ekso Bionics Holdings, Inc.",2.5,0.62,32.98,785561,90182,35587000,2023-12-30T06:16:22.593546,Winners
SYBX,"Synlogic, Inc.",3.85,0.4,11.59,73298,51991,35379000,2023-12-30T06:16:22.593546,Winners
CLRB,"Cellectar Biosciences, Inc.",2.77,0.28,11.24,833856,197940,34039000,2023-12-30T06:16:22.593546,Winners
TOMZ,"TOMI Environmental Solutions, Inc.",1.01,0.0979,10.73,94983,24566,20123000,2023-12-30T06:16:22.593546,Winners
HLGN,"Heliogen, Inc.",2.0,0.22,12.36,53894,42393,11817000,2023-12-30T06:16:22.593546,Winners
TLSIW,"TriSalus Life Sciences, Inc.",1.19,0.19,19.0,7880,22317,0,2023-12-30T06:16:22.593546,Winners
SANA,"Sana Biotechnology, Inc.",8.52,1.3,18.01,5199000,3163000,1866000000,2024-02-16T06:16:58.536051,Winners
DHC,Diversified Healthcare Trust,3.11,0.32,11.47,1352000,1423000,747799000,2024-02-16T06:16:58.536051,Winners
YRD,Yiren Digital Ltd.,5.45,0.76,16.2,412217,144215,482941000,2024-02-16T06:16:58.536051,Winners
VLERF,Valeura Energy Inc.,2.87,0.39,15.73,28066,39098,291882000,2024-02-16T06:16:58.536051,Winners
APLT,"Applied Therapeutics, Inc.",3.75,1.07,39.93,9008000,1439000,289610000,2024-02-16T06:16:58.536051,Winners
PYXS,"Pyxis Oncology, Inc.",5.59,0.52,10.26,848922,471583,247766000,2024-02-16T06:16:58.536051,Winners
CXDO,"Crexendo, Inc.",7.4,1.06,16.72,460413,231713,192656000,2024-02-16T06:16:58.536051,Winners
ULBI,Ultralife Corporation,9.36,1.46,18.48,293888,54011,152943000,2024-02-16T06:16:58.536051,Winners
NGENF,NervGen Pharma Corp.,2.5467,0.3168,14.21,172273,68796,151545000,2024-02-16T06:16:58.536051,Winners
MPU,Mega Matrix Corp.,3.16,0.56,21.54,627665,489326,113250000,2024-02-16T06:16:58.536051,Winners
NGLD,Nevada Canyon Gold Corp.,4.05,0.45,12.5,14742,12740,99711000,2024-02-16T06:16:58.536051,Winners
CRDL,Cardiol Therapeutics Inc.,1.48,0.44,42.31,3485000,176885,96369000,2024-02-16T06:16:58.536051,Winners
EQ,"Equillium, Inc.",2.02,0.425,26.65,1139000,278255,70941000,2024-02-16T06:16:58.536051,Winners
UNCY,"Unicycive Therapeutics, Inc.",1.31,0.15,12.93,454603,220988,45528000,2024-02-16T06:16:58.536051,Winners
GLGI,"Greystone Logistics, Inc.",1.45,0.2,16.0,86101,29198,41006000,2024-02-16T06:16:58.536051,Winners
SWVL,Swvl Holdings Corp.,4.82,0.46,10.55,35980,189136,32736000,2024-02-16T06:16:58.536051,Winners
EBFI,ECO BRIGHT FUTURE INC,3.0,1.0,50.0,25950,15556,0,2024-02-16T06:16:58.536051,Winners
DTTVY,Dish TV India Limited,1.83,1.625,792.68,26279,598964,3370000000,2024-01-17T06:18:24.800489,Winners
FMCKL,Federal Home Loan Mortgage Corporation,3.28,0.36,12.33,11100,60319,2400000000,2024-01-17T06:18:24.800489,Winners
TAST,"Carrols Restaurant Group, Inc.",9.47,1.05,12.47,8902000,736898,516079000,2024-01-17T06:18:24.800489,Winners
LTRX,"Lantronix, Inc.",6.93,0.72,11.59,477542,152636,258249000,2024-01-17T06:18:24.800489,Winners
AYRWF,Ayr Wellness Inc.,3.03,0.57,23.17,891063,262756,233151000,2024-01-17T06:18:24.800489,Winners
ADAG,Adagene Inc.,3.78,0.61,19.24,570654,35481,165695000,2024-01-17T06:18:24.800489,Winners
WSTRF,Western Uranium & Vanadium Corp.,1.75,0.25,16.67,391146,63514,77484000,2024-01-17T06:18:24.800489,Winners
AHG,Akso Health Group,1.41,0.34,31.78,365549,123000,32241000,2024-01-17T06:18:24.800489,Winners
PRTT,Protect Pharmaceutical Corporation,2.88,0.38,15.2,39792,35891,3201000,2024-01-17T06:18:24.800489,Winners
GRIF,GRIID INFRASTRUCTURE INC,6.75,0.75,12.5,355,12820,441450000,2024-01-17T06:18:24.800489,Winners
ZMMPY,Zamp S.A.,5.18,0.97,23.04,219,221151,0,2024-01-17T06:18:24.800489,Winners
HZEN,Grayscale Horizen Trust (ZEN),1.77,0.17,10.62,91155,37241,0,2024-01-17T06:18:24.800489,Winners
FBASF,Fibra UNO,1.9,0.19,11.11,2070,44261,7234000000,2024-01-14T18:51:54.187477,Winners
NXE,NexGen Energy Ltd.,7.84,0.79,11.21,17354000,5539000,4102000000,2024-01-14T18:51:54.187477,Winners
UEC,Uranium Energy Corp.,7.77,0.84,12.12,29245000,7704000,3053000000,2024-01-14T18:51:54.187477,Winners
EPIX,ESSA Pharma Inc.,9.94,1.45,17.08,268471,210753,438772000,2024-01-14T18:51:54.187477,Winners
YMAB,"Y-mAbs Therapeutics, Inc.",9.65,2.12,28.15,2206000,242559,420948000,2024-01-14T18:51:54.187477,Winners
AYRWF,Ayr Wellness Inc.,2.46,0.26,11.82,340062,264061,191191000,2024-01-14T18:51:54.187477,Winners
ELEV,"Elevation Oncology, Inc.",2.74,0.62,29.25,15529000,2060000,116216000,2024-01-14T18:51:54.187477,Winners
VRSSF,VERSES AI Inc.,1.36,0.14,11.48,714894,279621,114698000,2024-01-14T18:51:54.187477,Winners
WSTRF,Western Uranium & Vanadium Corp.,1.5,0.16,11.94,277767,58355,66839000,2024-01-14T18:51:54.187477,Winners
FDMIF,Founders Metals Inc.,1.2,0.1157,10.67,52874,38754,62780000,2024-01-14T18:51:54.187477,Winners
AHG,Akso Health Group,1.07,0.18,20.22,1312000,124380,24467000,2024-01-14T18:51:54.187477,Winners
SAVAW,"Cassava Sciences, Inc.",9.0,1.0,12.5,2501000,1861000,0,2024-01-14T18:51:54.187477,Winners
OLVI,"Oliveda International, Inc.",1.65,0.28,20.44,17249,12738,0,2024-01-14T18:51:54.187477,Winners
TAWNF,Thai Airways International Public Company Limited,0.0101,0.0044,76.49,79805,25354,219002000,2023-12-12T10:28:23.177880,Winners
PCOGF,Pancontinental Energy NL,0.012,0.0025,26.32,1000,44067,96723000,2023-12-12T10:28:23.177880,Winners
IFUS,"Impact Fusion International, Inc.",0.0879,0.0187,27.08,6070000,996787,46531000,2023-12-12T10:28:23.177880,Winners
MMTIF,Micromem Technologies Inc.,0.0815,0.0149,22.37,783508,225767,41388000,2023-12-12T10:28:23.177880,Winners
LBSR,Liberty Star Uranium & Metals Corp.,0.2205,0.0635,40.45,542224,205324,10667000,2023-12-12T10:28:23.177880,Winners
FDCT,"FDCTech, Inc.",0.0275,0.007,34.15,550915,439072,9174000,2023-12-12T10:28:23.177880,Winners
LANRF,Lancaster Resources Inc.,0.0347,0.0091,35.81,2241,18811,1848000,2023-12-12T10:28:23.177880,Winners
LUXFF,Luxxfolio Holdings Inc.,0.0109,0.0029,36.25,800,25779,945225,2023-12-12T10:28:23.177880,Winners
CYAP,Cyber Apps World Inc.,0.22,0.0658,42.63,205,16098,280042,2023-12-12T10:28:23.177880,Winners
MHHC,MHHC Enterprises Inc.,0.0944,0.0159,20.25,57962,24693,86653000,2023-12-12T10:28:23.177880,Winners
ECDP,Echo Defense Projects Inc.,0.22,0.05,29.41,100359,31840,49027,2023-12-12T10:28:23.177880,Winners
BLTHD,"American Battery Materials, Inc.",0.36,0.32,800.0,1332,1141000,0,2023-12-12T10:28:23.177880,Winners
CNTMF,Cansortium Inc.,0.245,0.047,23.74,1293000,195795,66743000,2024-02-03T06:15:58.144479,Winners
BWMY,"BorrowMoney.com, Inc.",0.35,0.145,70.73,162606,11919,39067000,2024-02-03T06:15:58.144479,Winners
INXDF,"The INX Digital Company, Inc.",0.1684,0.0384,29.54,8902,12612,35442000,2024-02-03T06:15:58.144479,Winners
FDCT,"FDCTech, Inc.",0.029,0.005,20.83,1000,284303,9674000,2024-02-03T06:15:58.144479,Winners
ZAIRF,Abound Energy Inc.,0.3711,0.1172,46.16,60921,80130,6830000,2024-02-03T06:15:58.144479,Winners
CRDV,Community Redevelopment Inc.,0.0744,0.0144,24.0,65226,23656,6401000,2024-02-03T06:15:58.144479,Winners
MVCO,"Metavesco, Inc.",0.075,0.0158,26.58,962374,56981,4974000,2024-02-03T06:15:58.144479,Winners
MSRM,Mushrooms Inc.,0.044,0.014,46.67,7033,50053,2279000,2024-02-03T06:15:58.144479,Winners
TRLFF,Maven Brands Inc.,0.024,0.0088,57.89,9348,17738,843381,2024-02-03T06:15:58.144479,Winners
STMHD,"Stem Holdings, Inc.",0.04,0.03,300.0,131585,100763,0,2024-02-03T06:15:58.144479,Winners
CPYYF,Centrica plc,1.8,0.105,6.19,9689,14283,10731000000,2024-01-08T20:23:54.722191,Winners
ARDX,"Ardelyx, Inc.",8.15,1.99,32.39,22290000,6661000,1893000000,2024-01-08T20:23:54.722191,Winners
BITF,Bitfarms Ltd.,2.9981,0.2781,10.22,30665000,22475000,967673000,2024-01-08T20:23:54.722191,Winners
ACIU,AC Immune SA,4.82,0.54,12.62,248856,100900,476223000,2024-01-08T20:23:54.722191,Winners
AIRS,"AirSculpt Technologies, Inc.",8.15,0.79,10.73,32483,84545,467449000,2024-01-08T20:23:54.722191,Winners
STTK,"Shattuck Labs, Inc.",9.59,1.32,16.03,625111,1576000,407436000,2024-01-08T20:23:54.722191,Winners
YRD,Yiren Digital Ltd.,4.32,0.41,10.49,256536,95117,382808000,2024-01-08T20:23:54.722191,Winners
ABSI,Absci Corporation,4.07,0.45,12.43,1230000,801112,378260000,2024-01-08T20:23:54.722191,Winners
BBAI,"BigBear.ai Holdings, Inc.",2.19,0.25,12.89,3730000,2101000,343427000,2024-01-08T20:23:54.722191,Winners
PRCH,"Porch Group, Inc.",3.2393,0.4793,17.37,2299000,1620000,320284000,2024-01-08T20:23:54.722191,Winners
ETON,"Eton Pharmaceuticals, Inc.",4.9601,0.6201,14.29,159204,84479,127268000,2024-01-08T20:23:54.722191,Winners
CRVS,"Corvus Pharmaceuticals, Inc.",2.26,0.2,9.71,261960,217741,110827000,2024-01-08T20:23:54.722191,Winners
CDIO,"Cardio Diagnostics Holdings, Inc.",2.538,0.238,10.35,2296000,14774000,52072000,2024-01-08T20:23:54.722191,Winners
NERV,"Minerva Neurosciences, Inc.",7.42,1.22,19.6,63858,22950,51857000,2024-01-08T20:23:54.722191,Winners
