Symbol,Close,Volume Mean,Screener,Date,Order,0.5%
LAES,3.92,5510520,Random 5,2026-03-04,4,108006.192
MREO,0.41,2418460,Random 5,2026-03-04,5,4957.843
AUR,4.6,18364420,Random 5,2026-03-04,6,422381.66
WULF,14.74,31922280,Random 5,2026-03-04,7,2352672.036
ACIU,2.91,304020,Random 5,2026-03-04,8,4423.491000000001
ATRA,5.42,345920,Winners 10,2026-03-04,1,9374.432
CVRX,8.18,517240,Winners 10,2026-03-04,2,21155.116
IBRX,10.0,43447340,Winners 10,2026-03-04,3,2172367.0
CALC,0.58,842520,Winners 10,2026-03-04,4,2443.308
CCC,5.65,20297580,Winners 10,2026-03-04,5,573406.635
SOFI,18.61,79847040,Winners 10,2026-03-04,6,7429767.072
FNKO,4.57,1130100,Winners 10,2026-03-04,7,25822.785
NN,17.06,1088840,Winners 10,2026-03-04,8,92878.052
RXT,2.46,59337240,Winners 5,2026-03-04,1,729848.052
REAL,11.63,6721440,Winners 5,2026-03-04,2,390851.736
SVRE,3.04,417420,Winners 5,2026-03-04,3,6344.784000000001
CLYM,7.09,949140,Winners 5,2026-03-04,4,33647.013
CLVT,2.47,11165500,Winners 5,2026-03-04,5,137893.92500000002
LCID,10.11,7533940,Winners 5,2026-03-04,6,380840.667
OPFI,9.12,518080,Winners 5,2026-03-04,7,23624.448
TMC,6.12,4303100,Winners 5,2026-03-04,8,131674.86000000002
LZ,6.64,3362040,Loosers 10,2026-03-05,1,111619.728
KYTX,8.87,572720,Loosers 10,2026-03-05,2,25400.132
RC,2.07,5111980,Loosers 10,2026-03-05,3,52908.993
UIS,2.41,1210740,Loosers 10,2026-03-05,4,14589.417
LFMD,3.12,749940,Loosers 10,2026-03-05,5,11699.064000000002
DAVA,5.3,479240,Loosers 10,2026-03-05,6,12699.86
GTBP,0.455,835220,Loosers 10,2026-03-05,7,1900.1255
NABL,4.79,3280340,Loosers 10,2026-03-05,8,78564.143
CCHH,1.14,8911440,Loosers 5,2026-03-05,1,50795.208
AMPG,2.77,395760,Loosers 5,2026-03-05,2,5481.276
SMWB,2.71,1043360,Loosers 5,2026-03-05,3,14137.528
APPS,4.29,2382520,Loosers 5,2026-03-05,4,51105.054
CRBU,1.8,1063920,Loosers 5,2026-03-05,5,9575.28
CGTX,1.06,731500,Loosers 5,2026-03-05,6,3876.95
SLQT,0.794,1795780,Loosers 5,2026-03-05,7,7129.2466
PRTS,0.82,1305280,Loosers 5,2026-03-05,8,5351.647999999999
BTQ,3.35,2714460,Random 10,2026-03-05,1,45467.205
MTA,8.79,597880,Random 10,2026-03-05,2,26276.826
RFIL,12.65,326020,Random 10,2026-03-05,3,20620.765
FWDI,5.12,999400,Random 10,2026-03-05,4,25584.64
LASE,1.03,2186240,Random 10,2026-03-05,5,11259.136
CRSR,6.1,1773820,Random 10,2026-03-05,6,54101.51
NKTX,2.73,730980,Random 10,2026-03-05,7,9977.877
ONDS,10.51,103876940,Random 10,2026-03-05,8,5458733.197000001
ASST,9.62,4029400,Random 5,2026-03-05,1,193814.14
DGXX,2.98,1923600,Random 5,2026-03-05,2,28661.64
TALK,4.93,1459340,Random 5,2026-03-05,3,35972.731
BTCS,1.9,714200,Random 5,2026-03-05,4,6784.900000000001
OCGN,1.96,9471720,Random 5,2026-03-05,5,92822.856
TRON,1.47,655900,Random 5,2026-03-05,6,4820.865
REAX,2.76,1679780,Random 5,2026-03-05,7,23180.964
HIVE,2.3,8147720,Random 5,2026-03-05,8,93698.78
CVRX,8.49,437140,Winners 10,2026-03-05,1,18556.593
CD,7.97,322600,Winners 10,2026-03-05,2,12855.61
CALC,0.624,860140,Winners 10,2026-03-05,3,2683.6368
VNDA,8.2,2136600,Winners 10,2026-03-05,4,87600.6
CGNT,8.19,446500,Winners 10,2026-03-05,5,18284.175
RYAM,10.92,1776300,Winners 10,2026-03-05,6,96985.98
CCC,5.97,17793500,Winners 10,2026-03-05,7,531135.975
FCEL,8.57,1287760,Winners 10,2026-03-05,8,55180.516
CDIO,5.26,5707860,Winners 5,2026-03-05,1,150116.718
WHLR,2.03,343160,Winners 5,2026-03-05,2,3483.074
BDMD,3.44,4278640,Winners 5,2026-03-05,3,73592.608
REAL,12.13,6529480,Winners 5,2026-03-05,4,396012.96200000006
XWEL,1.35,20530580,Winners 5,2026-03-05,5,138581.415
CCCC,3.09,4555860,Winners 5,2026-03-05,6,70388.037
CLYM,7.28,666480,Winners 5,2026-03-05,7,24259.872000000003
BFLY,4.03,19562760,Winners 5,2026-03-05,8,394189.61400000006
LZ,6.78,3178360,Loosers 10,2026-03-06,1,107746.404
DAVA,5.52,416340,Loosers 10,2026-03-06,2,11490.984
NABL,4.95,2961880,Loosers 10,2026-03-06,3,73306.53
AXTI,38.8,10561880,Loosers 5,2026-03-06,1,2049004.72
ADIL,1.97,441540,Loosers 5,2026-03-06,2,4349.169
SMWB,2.92,1070720,Loosers 5,2026-03-06,3,15632.512
APPS,4.25,2097700,Loosers 5,2026-03-06,4,44576.125
ELDN,2.62,1001680,Loosers 5,2026-03-06,5,13122.008000000002
NMTC,0.833,375920,Loosers 5,2026-03-06,6,1565.7068
MSAI,0.293,832540,Loosers 5,2026-03-06,7,1219.6710999999998
BZFD,0.807,303300,Loosers 5,2026-03-06,8,1223.8155000000002
LAW,4.68,1068300,Random 10,2026-03-06,1,24998.22
BTQ,3.29,2174960,Random 10,2026-03-06,2,35778.092000000004
GENI,5.86,7780280,Random 10,2026-03-06,3,227962.20400000003
NVTS,8.96,15592200,Random 10,2026-03-06,4,698530.56
LASE,1.05,1489780,Random 10,2026-03-06,5,7821.345
CRSR,6.24,2180400,Random 10,2026-03-06,6,68028.48
ONDS,10.49,107657180,Random 10,2026-03-06,7,5646619.091
RXRX,3.54,14288800,Random 10,2026-03-06,8,252911.76
SOUN,8.27,28795020,Random 5,2026-03-06,1,1190674.0769999998
OPEN,5.18,38537140,Random 5,2026-03-06,2,998111.926
INDO,5.05,11880120,Random 5,2026-03-06,3,299973.03
IMPP,4.175,1182380,Random 5,2026-03-06,4,24682.1825
BITF,2.22,30319400,Random 5,2026-03-06,5,336545.34
ABSI,2.59,2844600,Random 5,2026-03-06,6,36837.57
TBLA,3.4,2958220,Random 5,2026-03-06,7,50289.74
POWW,2.13,1291720,Random 5,2026-03-06,8,13756.818
FSLY,20.44,13281780,Winners 10,2026-03-06,1,1357397.916
HPP,7.48,1591700,Winners 10,2026-03-06,2,59529.58
CALC,0.661,912740,Winners 10,2026-03-06,3,3016.6057
CCC,6.16,16252680,Winners 10,2026-03-06,4,500582.544
SOFI,19.25,78685900,Winners 10,2026-03-06,5,7573517.875
WVE,13.2,2385160,Winners 10,2026-03-06,6,157420.56
EHTH,1.69,2077920,Winners 10,2026-03-06,7,17558.424
CTKB,4.38,952000,Winners 10,2026-03-06,8,20848.8
CDIO,5.37,4860680,Winners 5,2026-03-06,1,130509.25800000002
TMDE,3.04,46888600,Winners 5,2026-03-06,2,712706.72
REAL,11.37,5665280,Winners 5,2026-03-06,3,322071.168
XWEL,1.45,16404700,Winners 5,2026-03-06,4,118934.075
PRCH,8.16,1079720,Winners 5,2026-03-06,5,44052.576
PSNL,8.56,2034160,Winners 5,2026-03-06,6,87062.04800000001
TOI,2.85,1379920,Winners 5,2026-03-06,7,19663.86
ICON,1.42,1657340,Winners 5,2026-03-06,8,11767.114
OUST,20.27,3408440,Loosers 10,2026-03-09,1,345445.394
CERT,7.06,3753400,Loosers 10,2026-03-09,2,132495.02
LFMD,3.0,834540,Loosers 10,2026-03-09,3,12518.1
SPIR,9.55,502640,Loosers 10,2026-03-09,4,24001.06
JSPR,1.38,513880,Loosers 10,2026-03-09,5,3545.7719999999995
SMMT,15.11,2208560,Loosers 10,2026-03-09,6,166856.70799999998
RILY,7.48,835620,Loosers 10,2026-03-09,7,31252.188
GTBP,0.469,713800,Loosers 10,2026-03-09,8,1673.861
ELAB,0.7535,71212137,Loosers 5,2026-03-09,1,268291.7261475
INUV,2.65,1020080,Loosers 5,2026-03-09,2,13516.06
SMWB,2.81,648740,Loosers 5,2026-03-09,3,9114.797
GANX,3.05,723620,Loosers 5,2026-03-09,4,11035.205
ELDN,2.78,1192520,Loosers 5,2026-03-09,5,16576.028
PLRX,1.33,346200,Loosers 5,2026-03-09,6,2302.23
BMEA,1.39,778100,Loosers 5,2026-03-09,7,5407.795
MSAI,0.3,973500,Loosers 5,2026-03-09,8,1460.25
GSIT,7.94,703800,Random 10,2026-03-09,1,27940.86
BTQ,3.15,1933460,Random 10,2026-03-09,2,30451.995
SPAI,4.99,383040,Random 10,2026-03-09,3,9556.848
LASE,1.11,1603320,Random 10,2026-03-09,4,8898.426000000001
MTA,8.41,582200,Random 10,2026-03-09,5,24481.51
ONDS,9.83,126560240,Random 10,2026-03-09,6,6220435.796
RLAY,9.89,2323160,Random 10,2026-03-09,7,114880.26200000002
NCMI,3.55,677520,Random 10,2026-03-09,8,12025.98
ASST,8.7,4603560,Random 5,2026-03-09,1,200254.86
EDSA,6.52,14820920,Random 5,2026-03-09,2,483161.992
HGRAF,6.08,5122873,Random 5,2026-03-09,3,155735.33920000002
POET,6.28,11567240,Random 5,2026-03-09,4,363211.336
UAMY,9.57,14868160,Random 5,2026-03-09,5,711441.4560000001
SOUN,8.07,24657900,Random 5,2026-03-09,6,994946.265
DGXX,2.72,1970960,Random 5,2026-03-09,7,26805.056
VOXR,6.15,553320,Random 5,2026-03-09,8,17014.59
ATRA,5.17,610980,Winners 10,2026-03-09,1,15793.833
PPTA,32.18,1563420,Winners 10,2026-03-09,2,251554.278
FSLY,20.14,13840640,Winners 10,2026-03-09,3,1393752.448
SOFI,18.9,70791620,Winners 10,2026-03-09,4,6689808.09
CALC,0.727,993460,Winners 10,2026-03-09,5,3611.2271
CANF,4.55,8010260,Winners 10,2026-03-09,6,182233.415
IMSR,6.49,1339420,Winners 10,2026-03-09,7,43464.179
VSTM,6.38,1886740,Winners 10,2026-03-09,8,60187.006
CDIO,5.3,1178580,Winners 5,2026-03-09,1,31232.37
LRHC,1.01,442220,Winners 5,2026-03-09,2,2233.211
GSAT,56.44,597700,Winners 5,2026-03-09,3,168670.94
CCCC,3.04,3851700,Winners 5,2026-03-09,4,58545.84
CRDF,1.88,638100,Winners 5,2026-03-09,5,5998.14
VERI,2.98,1764680,Winners 5,2026-03-09,6,26293.732000000004
CGEN,2.08,660840,Winners 5,2026-03-09,7,6872.736
PROK,2.3,653700,Winners 5,2026-03-09,8,7517.55
CERT,7.04,3512800,Loosers 10,2026-03-10,1,123650.56
ARVN,13.37,791480,Loosers 10,2026-03-10,2,52910.438
VENU,4.0,773440,Loosers 10,2026-03-10,3,15468.8
KYTX,8.4,730440,Loosers 10,2026-03-10,4,30678.48
SPIR,10.35,556280,Loosers 10,2026-03-10,5,28787.49
LFMD,3.12,1148800,Loosers 10,2026-03-10,6,17921.28
OBIO,4.67,306560,Loosers 10,2026-03-10,7,7158.176
AXTI,38.56,9917660,Loosers 5,2026-03-10,1,1912124.848
SABR,1.63,20098640,Loosers 5,2026-03-10,2,163803.916
THRY,3.15,1658000,Loosers 5,2026-03-10,3,26113.5
NPWR,1.94,856200,Loosers 5,2026-03-10,4,8305.14
CHGG,0.62,714780,Loosers 5,2026-03-10,5,2215.818
AMPG,2.57,461920,Loosers 5,2026-03-10,6,5935.672
CGTX,1.08,729600,Loosers 5,2026-03-10,7,3939.84
BMEA,1.42,885680,Loosers 5,2026-03-10,8,6288.328
SGHC,10.81,2655800,Random 10,2026-03-10,1,143545.99
FWDI,5.02,978280,Random 10,2026-03-10,2,24554.828
GSIT,8.69,508240,Random 10,2026-03-10,3,22083.028
LYSDY,12.41,304240,Random 10,2026-03-10,4,18878.092
GENI,5.39,8837560,Random 10,2026-03-10,5,238172.242
MRVI,3.63,1538580,Random 10,2026-03-10,6,27925.227
NAGE,5.11,3676920,Random 10,2026-03-10,7,93945.306
NVTS,8.38,14973980,Random 10,2026-03-10,8,627409.762
UAMY,9.6,12712420,Random 5,2026-03-10,1,610196.16
SOUN,8.22,23311300,Random 5,2026-03-10,2,958094.4300000002
POET,6.69,10080740,Random 5,2026-03-10,3,337200.753
LWLG,4.31,4205960,Random 5,2026-03-10,4,90638.438
OPEN,5.08,42456200,Random 5,2026-03-10,5,1078387.48
TLS,4.36,894960,Random 5,2026-03-10,6,19510.128
BTCS,1.82,857460,Random 5,2026-03-10,7,7802.885999999999
ABCL,3.52,3271700,Random 5,2026-03-10,8,57581.92
ATRA,6.68,1389520,Winners 10,2026-03-10,1,46409.968
RYAM,10.27,1602500,Winners 10,2026-03-10,2,82288.375
FSLY,21.83,12639240,Winners 10,2026-03-10,3,1379573.046
PPTA,32.81,1512100,Winners 10,2026-03-10,4,248060.005
VNDA,8.68,1429580,Winners 10,2026-03-10,5,62043.772
QS,6.8,12711120,Winners 10,2026-03-10,6,432178.08
BNTC,12.55,345820,Winners 10,2026-03-10,7,21700.205
IMSR,6.72,1276180,Winners 10,2026-03-10,8,42879.648
LRMR,5.69,2852780,Winners 5,2026-03-10,1,81161.591
RXT,2.0,21372840,Winners 5,2026-03-10,2,213728.4
CCCC,3.59,3803700,Winners 5,2026-03-10,3,68276.41500000001
BFLY,3.76,5782720,Winners 5,2026-03-10,4,108715.136
CCHH,0.673,10418980,Winners 5,2026-03-10,5,35059.8677
CLYM,7.25,582340,Winners 5,2026-03-10,6,21109.825
BNRG,0.878,1152340,Winners 5,2026-03-10,7,5058.7726
CRDF,1.99,692400,Winners 5,2026-03-10,8,6889.38
LQDA,38.83,1997780,Loosers 10,2026-03-11,1,387868.987
VG,11.4,32944380,Loosers 10,2026-03-11,2,1877829.66
TH,7.98,395580,Loosers 10,2026-03-11,3,15783.642000000002
KYTX,9.23,799580,Loosers 10,2026-03-11,4,36900.617000000006
RILY,7.7,875520,Loosers 10,2026-03-11,5,33707.520000000004
RC,1.87,2901880,Loosers 10,2026-03-11,6,27132.578000000005
SMMT,16.33,2517840,Loosers 10,2026-03-11,7,205581.636
JSPR,1.37,614160,Loosers 10,2026-03-11,8,4206.996
NCI,12.0,1336200,Loosers 5,2026-03-11,1,80172.0
INUV,2.57,514180,Loosers 5,2026-03-11,2,6607.213
SABR,1.65,17141880,Loosers 5,2026-03-11,3,141420.51
AXTI,44.3,10137900,Loosers 5,2026-03-11,4,2245544.85
THRY,3.19,1375500,Loosers 5,2026-03-11,5,21939.225
NPWR,1.91,839660,Loosers 5,2026-03-11,6,8018.753
PLRX,1.39,394260,Loosers 5,2026-03-11,7,2740.1069999999995
CGTX,1.12,759160,Loosers 5,2026-03-11,8,4251.296
FWDI,5.09,977260,Random 10,2026-03-11,1,24871.267
GSIT,8.6,483600,Random 10,2026-03-11,2,20794.8
BTQ,3.21,2034220,Random 10,2026-03-11,3,32649.231000000003
SRTA,4.65,1113900,Random 10,2026-03-11,4,25898.175
LYSDY,13.36,368900,Random 10,2026-03-11,5,24642.52
HIMX,8.29,1639120,Random 10,2026-03-11,6,67941.52399999999
WIT,2.55,25057900,Random 10,2026-03-11,7,319488.225
NKTX,2.57,775200,Random 10,2026-03-11,8,9961.32
ASST,8.98,4830920,Random 5,2026-03-11,1,216908.308
RCAT,14.67,30857040,Random 5,2026-03-11,2,2263363.884
UAMY,11.23,14604540,Random 5,2026-03-11,3,820044.9210000001
POET,7.0,8639480,Random 5,2026-03-11,4,302381.8
ABCL,3.57,2784040,Random 5,2026-03-11,5,49695.114
LWLG,4.36,3611520,Random 5,2026-03-11,6,78731.13600000001
DGXX,2.75,1723340,Random 5,2026-03-11,7,23695.925
SFIX,3.465,2817380,Random 5,2026-03-11,8,48811.1085
FSLY,22.74,12085740,Winners 10,2026-03-11,1,1374148.6379999998
RYAM,10.89,1689740,Winners 10,2026-03-11,2,92006.343
PDYN,7.55,11243020,Winners 10,2026-03-11,3,424424.005
VNDA,9.56,1839160,Winners 10,2026-03-11,4,87911.84800000001
EHTH,1.62,1120220,Winners 10,2026-03-11,5,9073.782
TTEC,2.94,1107620,Winners 10,2026-03-11,6,16282.014
QUIK,9.29,313040,Winners 10,2026-03-11,7,14540.708
QCLS,4.02,2659560,Winners 10,2026-03-11,8,53457.156
EAF,5.63,342160,Winners 5,2026-03-11,1,9631.804
TRVI,11.76,1628860,Winners 5,2026-03-11,2,95776.968
VERI,3.14,2336300,Winners 5,2026-03-11,3,36679.91
HNST,2.9,2447620,Winners 5,2026-03-11,4,35490.49
LCID,10.24,6176000,Winners 5,2026-03-11,5,316211.2
JZXN,1.39,12453180,Winners 5,2026-03-11,6,86549.601
XWEL,1.4,925340,Winners 5,2026-03-11,7,6477.38
CCHH,0.651,5357120,Winners 5,2026-03-11,8,17437.425600000002
VG,12.46,29516120,Loosers 10,2026-03-12,1,1838854.2760000003
RAPP,30.54,517900,Loosers 10,2026-03-12,2,79083.33
GPRE,15.72,1661660,Loosers 10,2026-03-12,3,130606.476
AXTI,47.36,10131200,Loosers 5,2026-03-12,1,2399068.16
SMWB,2.64,509040,Loosers 5,2026-03-12,2,6719.328
GANX,2.84,939660,Loosers 5,2026-03-12,3,13343.172
INUV,2.79,412560,Loosers 5,2026-03-12,4,5755.212
SABR,1.66,14483140,Loosers 5,2026-03-12,5,120210.062
NVVE,0.878,2882220,Loosers 5,2026-03-12,6,12652.9458
DH,1.185,327280,Loosers 5,2026-03-12,7,1939.134
NPWR,1.9,929380,Loosers 5,2026-03-12,8,8829.11
MTEN,1.55,1147960,Random 10,2026-03-12,1,8896.69
BTDR,7.85,7193180,Random 10,2026-03-12,2,282332.315
OSS,9.91,1268760,Random 10,2026-03-12,3,62867.058
UFG,1.07,362220,Random 10,2026-03-12,4,1937.877
ASST,9.23,3928980,Random 5,2026-03-12,1,181322.427
RCAT,16.16,31102520,Random 5,2026-03-12,2,2513083.616
IPW,2.2,335100,Random 5,2026-03-12,3,3686.100000000001
OPEN,5.27,49771000,Random 5,2026-03-12,4,1311465.85
IMPP,4.8,1656920,Random 5,2026-03-12,5,39766.08
NEOV,3.87,597220,Random 5,2026-03-12,6,11556.207
DGXX,2.89,1662160,Random 5,2026-03-12,7,24018.212000000003
KULR,2.82,868160,Random 5,2026-03-12,8,12241.056
LXU,13.5,2446240,Winners 10,2026-03-12,1,165121.2
FSLY,24.05,13161960,Winners 10,2026-03-12,2,1582725.69
CALC,0.692,385620,Winners 10,2026-03-12,3,1334.2451999999998
BIYA,2.11,2157800,Winners 10,2026-03-12,4,22764.79
BBAI,4.14,46398660,Winners 10,2026-03-12,5,960452.262
IMSR,6.92,1127280,Winners 10,2026-03-12,6,39003.888
QCLS,3.84,2618800,Winners 10,2026-03-12,7,50280.96
AIRS,2.26,1116000,Winners 10,2026-03-12,8,12610.799999999996
LRHC,0.897,13174860,Winners 5,2026-03-12,1,59089.2471
EAF,5.5,363020,Winners 5,2026-03-12,2,9983.05
VERI,3.07,2550580,Winners 5,2026-03-12,3,39151.403
LCID,10.68,6381140,Winners 5,2026-03-12,4,340752.87600000005
NRGV,3.31,2739700,Winners 5,2026-03-12,5,45342.035
BFLY,3.82,4755940,Winners 5,2026-03-12,6,90838.454
BNRG,0.828,1180800,Winners 5,2026-03-12,7,4888.512
UOKA,0.074,65653760,Winners 5,2026-03-12,8,24291.8912
NABL,4.77,1179780,Loosers 10,2026-03-13,1,28137.753
DAVA,4.91,342380,Loosers 10,2026-03-13,2,8405.429
RC,1.82,2411020,Loosers 10,2026-03-13,3,21940.282000000003
AXTI,46.73,11241500,Loosers 5,2026-03-13,1,2626576.475
SMWB,2.61,452580,Loosers 5,2026-03-13,2,5906.169000000001
SABR,1.7,12062839,Loosers 5,2026-03-13,3,102534.1315
BIAF,1.07,4444280,Loosers 5,2026-03-13,4,23776.898000000005
MIST,1.75,1580920,Loosers 5,2026-03-13,5,13833.05
PLRX,1.41,575280,Loosers 5,2026-03-13,6,4055.724
NPWR,1.87,905840,Loosers 5,2026-03-13,7,8469.604000000001
MSAI,0.302,733860,Loosers 5,2026-03-13,8,1108.1286
MTEN,1.62,1168340,Random 10,2026-03-13,1,9463.554
LAW,4.44,419060,Random 10,2026-03-13,2,9303.132
GSIT,8.19,569140,Random 10,2026-03-13,3,23306.283
AGH,5.3,7045640,Random 10,2026-03-13,4,186709.46
GENI,5.17,6829600,Random 10,2026-03-13,5,176545.16
MIMI,0.341,5897040,Random 10,2026-03-13,6,10054.453200000002
OCG,0.86,3224460,Random 5,2026-03-13,1,13865.178
CCLD,2.91,547760,Random 5,2026-03-13,2,7969.908
LWLG,7.08,9185960,Random 5,2026-03-13,3,325182.984
TRON,1.46,517700,Random 5,2026-03-13,4,3779.21
SYNX,1.23,15686060,Random 5,2026-03-13,5,96469.269
MREO,0.387,948520,Random 5,2026-03-13,6,1835.3862
NCRA,0.42,1200080,Random 5,2026-03-13,7,2520.168
REAX,2.47,1771260,Random 5,2026-03-13,8,21875.061
LXU,15.44,2906920,Winners 10,2026-03-13,1,224414.224
RYAM,11.35,1498480,Winners 10,2026-03-13,2,85038.74
CALC,0.726,361260,Winners 10,2026-03-13,3,1311.3738
FTK,18.36,439780,Winners 10,2026-03-13,4,40371.804
CCC,5.8,13090000,Winners 10,2026-03-13,5,379610.0
ANGX,4.46,639580,Winners 10,2026-03-13,6,14262.634
TTEC,2.73,944020,Winners 10,2026-03-13,7,12885.873
EHTH,1.51,686600,Winners 10,2026-03-13,8,5183.83
LRHC,0.89,13175380,Winners 5,2026-03-13,1,58630.441
DTCK,1.95,7805062,Winners 5,2026-03-13,2,76099.3545
ASPI,5.85,7543960,Winners 5,2026-03-13,3,220660.83
PRSO,1.47,81907000,Winners 5,2026-03-13,4,602016.4500000001
CCHH,0.728,1738900,Winners 5,2026-03-13,5,6329.596
CDIO,4.56,418492,Winners 5,2026-03-13,6,9541.6176
XWEL,1.52,569560,Winners 5,2026-03-13,7,4328.656
ERNA,0.309,2020842,Winners 5,2026-03-13,8,3122.20089
NTSK,9.74,9196896,Loosers 10,2026-03-16,1,447888.8352
KYTX,8.95,664914,Loosers 10,2026-03-16,2,29754.9015
MLYS,26.19,1663183,Loosers 10,2026-03-16,3,217793.81385000004
SMMT,16.12,2375425,Loosers 10,2026-03-16,4,191459.255
COCH,0.791,434206,Loosers 10,2026-03-16,5,1717.28473
AXTI,48.86,11405842,Loosers 5,2026-03-16,1,2786447.2006
THRY,2.94,901501,Loosers 5,2026-03-16,2,13252.0647
DH,1.13,352390,Loosers 5,2026-03-16,3,1991.0035
BIAF,2.12,52225467,Loosers 5,2026-03-16,4,553589.9502000001
MSAI,0.35,1731952,Loosers 5,2026-03-16,5,3030.916
TSE,0.11,623060,Loosers 5,2026-03-16,6,342.68300000000005
SLQT,0.6502,1665849,Loosers 5,2026-03-16,7,5415.675098999999
NVTS,10.1,27292671,Random 10,2026-03-16,1,1378279.8855
BTQ,3.01,1471646,Random 10,2026-03-16,2,22148.2723
BTDR,7.5,6103193,Random 10,2026-03-16,3,228869.7375
GSIT,8.51,704819,Random 10,2026-03-16,4,29990.04845
LASE,1.08,1913799,Random 10,2026-03-16,5,10334.5146
ONDS,10.16,95890786,Random 10,2026-03-16,6,4871251.9288
RXRX,3.42,14005235,Random 10,2026-03-16,7,239489.5185
ASST,9.53,3390182,Random 5,2026-03-16,1,161542.17229999998
IPW,1.92,442492,Random 5,2026-03-16,2,4247.9232
TLS,4.28,717182,Random 5,2026-03-16,3,15347.6948
ABCL,3.49,2583251,Random 5,2026-03-16,4,45077.72995
TRON,1.51,497597,Random 5,2026-03-16,5,3756.85735
ATAI,3.69,6281702,Random 5,2026-03-16,6,115897.4019
MREO,0.386,1083116,Random 5,2026-03-16,7,2090.41388
RLMD,5.91,10377709,Winners 10,2026-03-16,1,306661.30095
CALC,0.83,402685,Winners 10,2026-03-16,2,1671.14275
CCC,6.02,13764957,Winners 10,2026-03-16,3,414325.2057
TTEC,3.0,937087,Winners 10,2026-03-16,4,14056.305
EDBL,2.42,345174,Winners 10,2026-03-16,5,4176.6054
ANNX,5.66,1947303,Winners 10,2026-03-16,6,55108.674900000005
LTRX,6.32,1004345,Winners 10,2026-03-16,7,31737.302000000003
QCLS,3.85,463655,Winners 10,2026-03-16,8,8925.35875
EAF,5.66,426913,Winners 5,2026-03-16,1,12081.6379
AIFF,2.75,17150148,Winners 5,2026-03-16,2,235814.535
ANY,1.62,661358,Winners 5,2026-03-16,3,5356.9998
NRGV,3.3,2778153,Winners 5,2026-03-16,4,45839.5245
PRSO,1.49,9009016,Winners 5,2026-03-16,5,67117.1692
VERI,2.86,2510495,Winners 5,2026-03-16,6,35900.0785
BLND,1.56,6866895,Winners 5,2026-03-16,7,53561.78100000001
CGEN,2.24,329140,Winners 5,2026-03-16,8,3686.368
RILY,6.87,1049300,Loosers 10,2026-03-17,1,36043.455
GTBP,0.4249,649726,Loosers 10,2026-03-17,2,1380.342887
ANRO,24.29,396167,Loosers 5,2026-03-17,1,48114.48215
GANX,2.52,781940,Loosers 5,2026-03-17,2,9852.444
ELDN,2.74,1191827,Loosers 5,2026-03-17,3,16328.029900000003
NAK,1.35,6092780,Loosers 5,2026-03-17,4,41126.26500000001
HYPR,1.19,473079,Loosers 5,2026-03-17,5,2814.8200500000003
AMPG,2.8,349263,Loosers 5,2026-03-17,6,4889.682
CRGO,1.55,322108,Loosers 5,2026-03-17,7,2496.337
SKYE,0.7157,4009180,Loosers 5,2026-03-17,8,14346.85063
NVTS,10.49,33222774,Random 10,2026-03-17,1,1742534.4963
FWDI,5.2,1007224,Random 10,2026-03-17,2,26187.824
BTDR,8.2,6268462,Random 10,2026-03-17,3,257006.942
GSIT,9.77,1046031,Random 10,2026-03-17,4,51098.61435
GENI,5.2,7100806,Random 10,2026-03-17,5,184620.956
ONDS,10.53,95171805,Random 10,2026-03-17,6,5010795.53325
OCG,0.7858,3504537,Random 5,2026-03-17,1,13769.325873
STTK,6.02,421296,Random 5,2026-03-17,2,12681.0096
NEOV,3.99,535732,Random 5,2026-03-17,3,10687.853400000002
BTCS,1.84,652018,Random 5,2026-03-17,4,5998.565600000001
IMPP,4.67,756692,Random 5,2026-03-17,5,17668.7582
ACIU,3.13,325081,Random 5,2026-03-17,6,5087.51765
OPEN,5.18,50166040,Random 5,2026-03-17,7,1299300.436
UAMY,10.98,16820088,Random 5,2026-03-17,8,923422.8312
RLMD,6.18,2074890,Winners 10,2026-03-17,1,64114.101
SLDB,7.48,2524325,Winners 10,2026-03-17,2,94409.755
ARTV,6.18,338036,Winners 10,2026-03-17,3,10445.3124
EHTH,1.6,605427,Winners 10,2026-03-17,4,4843.416
DCTH,9.81,393271,Winners 10,2026-03-17,5,19289.942550000003
NUAI,5.56,3401381,Winners 10,2026-03-17,6,94558.3918
PRLD,3.36,361154,Winners 10,2026-03-17,7,6067.3872
HPP,6.32,1035908,Winners 10,2026-03-17,8,32734.692800000004
ATPC,3.96,22667232,Winners 5,2026-03-17,1,448811.1936
ACXP,4.81,32689506,Winners 5,2026-03-17,2,786182.6192999999
EAF,5.73,352736,Winners 5,2026-03-17,3,10105.8864
MGNX,3.1,4355233,Winners 5,2026-03-17,4,67506.1115
IMMX,10.77,729261,Winners 5,2026-03-17,5,39270.70485
ANY,1.7,487318,Winners 5,2026-03-17,6,4142.203
EDIT,2.54,2061207,Winners 5,2026-03-17,7,26177.3289
PRSO,1.87,8644042,Winners 5,2026-03-17,8,80821.7927
LQDA,36.86,1337338,Loosers 10,2026-03-18,1,246471.3934
SPIR,10.84,405379,Loosers 10,2026-03-18,2,21971.541800000003
QTTB,6.13,366889,Loosers 10,2026-03-18,3,11245.14785
VG,12.97,21394236,Loosers 10,2026-03-18,4,1387416.2046
NABL,4.96,926274,Loosers 10,2026-03-18,5,22971.5952
